.env.example	2	TELEGRAM_BOT_TOKEN
.env.example	25	APIFY_TOKEN
.env.example	26	OPENROUTER_API_KEY
.env.example	27	FACECHECK_API_TOKEN
.env.example	4	TELEGRAM_WEBHOOK_SECRET
.env.example	69	S3_ACCESS_KEY_ID
README.md	35	APIFY_TOKEN
README.md	35	FACECHECK_API_TOKEN
README.md	35	OPENROUTER_API_KEY
README.md	42	TELEGRAM_BOT_TOKEN
README.md	50	TELEGRAM_WEBHOOK_SECRET
README.md	79	APIFY_TOKEN
README.md	80	OPENROUTER_API_KEY
README.md	81	FACECHECK_API_TOKEN
SPECIFICATION.md	1031	APIFY_INVALID_TOKEN
docker-compose.yml	7	POSTGRES_PASSWORD
docs/audit/2026-06-12-deep-product-audit/00-baseline.md	138	OPENROUTER_API_KEY
docs/audit/2026-06-12-deep-product-audit/00-baseline.md	139	APIFY_TOKEN
docs/audit/2026-06-12-deep-product-audit/04-integrations-failures.md	70	APIFY_INVALID_TOKEN
docs/deployment/fly-neon.md	111	APIFY_TOKEN
docs/deployment/fly-neon.md	112	OPENROUTER_API_KEY
docs/deployment/fly-neon.md	117	S3_ACCESS_KEY_ID
docs/deployment/fly-neon.md	125	FACECHECK_API_TOKEN
docs/deployment/fly-neon.md	78	TELEGRAM_BOT_TOKEN
docs/deployment/fly-neon.md	79	TELEGRAM_WEBHOOK_SECRET
docs/deployment/fly-neon.md	83	APIFY_TOKEN
docs/deployment/fly-neon.md	84	OPENROUTER_API_KEY
docs/deployment/fly-neon.md	89	S3_ACCESS_KEY_ID
docs/development/local-run.md	27	TELEGRAM_BOT_TOKEN
docs/source-project-analysis.md	101	FACECHECK_API_TOKEN
docs/source-project-analysis.md	217	VITE_APIFY_TOKEN
docs/source-project-analysis.md	334	OPENROUTER_API_KEY
scripts/eval-public-instagram-profiles.ts	426	APIFY_TOKEN
scripts/eval-public-instagram-profiles.ts	427	APIFY_TOKEN
scripts/model-bakeoff.ts	29	OPENROUTER_API_KEY
scripts/model-bakeoff.ts	30	OPENROUTER_API_KEY
scripts/openrouter-model-research.ts	17	OPENROUTER_API_KEY
scripts/openrouter-model-research.ts	60	OPENROUTER_API_KEY
scripts/openrouter-model-research.ts	67	OPENROUTER_API_KEY
scripts/reasoning-rerun.ts	14	OPENROUTER_API_KEY
scripts/reasoning-rerun.ts	15	OPENROUTER_API_KEY
scripts/smoke-reasoning.ts	7	OPENROUTER_API_KEY
src/app.ts	128	TELEGRAM_BOT_TOKEN
src/app.ts	130	TELEGRAM_BOT_TOKEN
src/app.ts	27	TELEGRAM_WEBHOOK_SECRET
src/app.ts	29	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	214	APIFY_TOKEN
src/config/env.ts	215	OPENROUTER_API_KEY
src/config/env.ts	216	FACECHECK_API_TOKEN
src/config/env.ts	218	S3_ACCESS_KEY_ID
src/config/env.ts	295	TELEGRAM_BOT_TOKEN
src/config/env.ts	297	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	298	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	299	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	31	TELEGRAM_BOT_TOKEN
src/config/env.ts	319	APIFY_TOKEN
src/config/env.ts	320	OPENROUTER_API_KEY
src/config/env.ts	322	S3_ACCESS_KEY_ID
src/config/env.ts	33	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	340	FACECHECK_API_TOKEN
src/config/env.ts	386	TELEGRAM_BOT_TOKEN
src/config/env.ts	387	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	388	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	389	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	390	TELEGRAM_WEBHOOK_SECRET
src/config/env.ts	420	APIFY_TOKEN
src/config/env.ts	421	OPENROUTER_API_KEY
src/config/env.ts	422	FACECHECK_API_TOKEN
src/config/env.ts	426	S3_ACCESS_KEY_ID
src/config/env.ts	54	APIFY_TOKEN
src/config/env.ts	55	OPENROUTER_API_KEY
src/config/env.ts	56	FACECHECK_API_TOKEN
src/config/env.ts	93	S3_ACCESS_KEY_ID
src/config/logger.ts	12	TELEGRAM_BOT_TOKEN
src/config/logger.ts	13	APIFY_TOKEN
src/config/logger.ts	14	OPENROUTER_API_KEY
src/config/logger.ts	15	FACECHECK_API_TOKEN
src/jobs/workers/analysis.worker.ts	167	APIFY_TOKEN
src/jobs/workers/analysis.worker.ts	170	APIFY_TOKEN
src/jobs/workers/analysis.worker.ts	228	OPENROUTER_API_KEY
src/jobs/workers/photo-search.worker.ts	165	FACECHECK_API_TOKEN
src/jobs/workers/photo-search.worker.ts	169	FACECHECK_API_TOKEN
